Student_ID,School_ID,State,District,Area,Gender,Caste,Age,Standard,Annual_Family_Income_INR,Attendance_Percent,Distance_From_School_KM,Dropout_Status,Dropout_Reason
STU02325,SCH1039,Madhya Pradesh,Jabalpur,Rural,Female,ST,11,6,300000,70,5.3,No,None
STU02326,SCH1163,Maharashtra,Aurangabad,Rural,Male,OBC,15,10,100000,53,2.0,Yes,Poverty
STU02327,SCH1159,Rajasthan,Jodhpur,Semi-Urban,Male,OBC,11,7,200000,65,5.0,No,None
STU02328,SCH1151,Rajasthan,Udaipur,Urban,Female,OBC,9,3,75000,85,4.1,No,None
STU02329,SCH1229,Rajasthan,Kota,Semi-Urban,Male,General,13,9,150000,73,2.0,No,None
STU02330,SCH1069,Madhya Pradesh,Gwalior,Urban,Male,SC,8,2,200000,58,0.2,No,None
STU02331,SCH1131,Rajasthan,Udaipur,Rural,Other,SC,10,6,150000,90,3.1,No,None
STU02332,SCH1248,Gujarat,Rajkot,Rural,Other,General,10,4,75000,78,7.2,Yes,Lack of Interest
STU02333,SCH1083,Madhya Pradesh,Bhopal,Semi-Urban,Female,SC,8,3,300000,96,2.6,No,None
STU02334,SCH1143,Uttar Pradesh,Agra,Rural,Male,SC,8,3,75000,85,0.3,Yes,Health Issues
STU02335,SCH1226,Maharashtra,Nagpur,Semi-Urban,Female,SC,16,11,100000,70,3.1,Yes,Poverty
STU02336,SCH1052,Uttar Pradesh,Agra,Urban,Female,OBC,7,3,150000,75,3.5,No,None
STU02337,SCH1145,Maharashtra,Aurangabad,Urban,Male,OBC,12,7,500000,62,1.5,No,None
STU02338,SCH1013,Uttar Pradesh,Lucknow,Semi-Urban,Male,SC,8,4,150000,100,10.6,No,None
STU02339,SCH1239,Uttar Pradesh,Lucknow,Rural,Male,OBC,18,12,50000,75,1.9,Yes,Migration
STU02340,SCH1138,Maharashtra,Pune,Semi-Urban,Female,SC,11,7,300000,88,8.5,No,None
STU02341,SCH1030,Gujarat,Rajkot,Rural,Male,OBC,6,2,100000,81,5.7,No,None
STU02342,SCH1018,Rajasthan,Udaipur,Urban,Male,OBC,6,1,75000,72,5.5,No,None
STU02343,SCH1102,Uttar Pradesh,Kanpur,Semi-Urban,Male,ST,17,12,300000,70,1.1,No,None
STU02344,SCH1127,Uttar Pradesh,Aligarh,Urban,Female,General,10,4,50000,67,0.2,Yes,Poverty
STU02345,SCH1033,Rajasthan,Udaipur,Urban,Female,OBC,6,1,300000,75,5.3,No,None
STU02346,SCH1226,Maharashtra,Aurangabad,Urban,Female,SC,10,5,50000,87,4.8,Yes,Migration
STU02347,SCH1210,Rajasthan,Kota,Rural,Female,OBC,9,4,150000,75,5.0,No,None
STU02348,SCH1005,Gujarat,Rajkot,Rural,Female,OBC,8,3,200000,64,4.0,Yes,Lack of Transport
STU02349,SCH1246,Gujarat,Rajkot,Rural,Female,General,16,10,200000,73,4.7,No,None
STU02350,SCH1236,Madhya Pradesh,Jabalpur,Rural,Male,OBC,6,1,100000,73,6.5,No,None
STU02351,SCH1203,Madhya Pradesh,Indore,Rural,Male,OBC,6,1,75000,87,7.4,Yes,Family Issues
STU02352,SCH1139,Madhya Pradesh,Gwalior,Rural,Male,OBC,12,6,100000,83,4.7,No,None
STU02353,SCH1205,Rajasthan,Jodhpur,Rural,Male,ST,14,9,150000,98,0.9,Yes,Poverty
STU02354,SCH1118,Rajasthan,Kota,Semi-Urban,Female,SC,15,11,150000,83,0.5,No,None
STU02355,SCH1061,Madhya Pradesh,Gwalior,Urban,Female,SC,8,4,200000,85,0.2,No,None
STU02356,SCH1186,Uttar Pradesh,Aligarh,Urban,Male,OBC,15,9,75000,86,5.8,Yes,Poverty
STU02357,SCH1148,Rajasthan,Jodhpur,Rural,Female,OBC,12,7,100000,95,4.5,No,None
STU02358,SCH1190,Rajasthan,Kota,Rural,Female,General,11,6,200000,92,6.6,No,None
STU02359,SCH1238,Rajasthan,Udaipur,Semi-Urban,Male,General,12,7,150000,70,3.9,No,None
STU02360,SCH1054,Uttar Pradesh,Lucknow,Rural,Female,General,11,5,150000,84,5.3,No,None
STU02361,SCH1172,Uttar Pradesh,Kanpur,Rural,Female,General,16,12,200000,70,3.2,Yes,Lack of Transport
STU02362,SCH1117,Rajasthan,Jodhpur,Rural,Male,OBC,10,5,150000,71,4.8,No,None
STU02363,SCH1140,Rajasthan,Jodhpur,Urban,Male,OBC,12,7,100000,100,1.8,No,None
STU02364,SCH1233,Rajasthan,Kota,Semi-Urban,Male,OBC,14,9,100000,77,0.2,No,None
STU02365,SCH1071,Rajasthan,Jaipur,Rural,Male,General,6,1,75000,64,0.2,Yes,Migration
STU02366,SCH1018,Madhya Pradesh,Bhopal,Urban,Male,General,9,3,500000,100,5.7,No,None
STU02367,SCH1102,Rajasthan,Jodhpur,Rural,Female,OBC,12,8,75000,100,5.0,Yes,Migration
STU02368,SCH1125,Madhya Pradesh,Gwalior,Urban,Female,OBC,10,6,150000,82,1.8,No,None
STU02369,SCH1060,Maharashtra,Pune,Urban,Male,OBC,18,12,75000,73,2.8,Yes,Lack of Interest
STU02370,SCH1055,Rajasthan,Jodhpur,Urban,Male,General,18,12,300000,94,6.9,Yes,Child Labour
STU02371,SCH1091,Rajasthan,Jodhpur,Rural,Female,SC,15,10,300000,82,2.2,No,None
STU02372,SCH1100,Madhya Pradesh,Indore,Urban,Male,SC,11,6,150000,99,3.8,No,None
STU02373,SCH1035,Uttar Pradesh,Lucknow,Rural,Male,OBC,17,12,75000,82,2.2,Yes,Poverty
STU02374,SCH1207,Madhya Pradesh,Gwalior,Rural,Male,General,16,11,50000,85,3.9,Yes,Lack of Transport
STU02375,SCH1094,Gujarat,Surat,Rural,Female,OBC,13,8,100000,76,0.2,No,None
STU02376,SCH1015,Madhya Pradesh,Bhopal,Rural,Male,ST,12,6,200000,53,0.2,Yes,Family Issues
STU02377,SCH1105,Gujarat,Ahmedabad,Rural,Male,OBC,8,3,200000,45,1.4,Yes,Lack of Interest
STU02378,SCH1160,Uttar Pradesh,Kanpur,Urban,Male,ST,8,2,200000,99,3.9,No,None
STU02379,SCH1193,Maharashtra,Pune,Rural,Female,OBC,17,11,75000,65,4.3,Yes,Lack of Interest
STU02380,SCH1184,Uttar Pradesh,Kanpur,Urban,Female,General,12,7,75000,73,2.2,Yes,Migration
STU02381,SCH1119,Gujarat,Rajkot,Rural,Female,General,10,6,100000,62,1.2,No,None
STU02382,SCH1104,Rajasthan,Kota,Semi-Urban,Male,OBC,14,9,100000,99,1.9,No,None
STU02383,SCH1150,Maharashtra,Nashik,Urban,Male,General,6,1,75000,65,0.2,Yes,Migration
STU02384,SCH1169,Gujarat,Surat,Rural,Female,OBC,7,1,200000,81,3.7,No,None
STU02385,SCH1002,Rajasthan,Jodhpur,Urban,Male,OBC,9,5,150000,84,1.9,No,None
STU02386,SCH1177,Madhya Pradesh,Bhopal,Rural,Male,OBC,11,5,50000,71,1.6,Yes,Health Issues
STU02387,SCH1194,Madhya Pradesh,Gwalior,Rural,Male,OBC,8,3,200000,64,3.5,No,None
STU02388,SCH1105,Maharashtra,Pune,Rural,Female,SC,18,12,300000,59,0.2,Yes,Lack of Transport
STU02389,SCH1098,Madhya Pradesh,Jabalpur,Urban,Female,OBC,11,7,50000,62,7.2,Yes,Health Issues
STU02390,SCH1101,Uttar Pradesh,Agra,Rural,Male,OBC,14,9,100000,85,2.7,Yes,Migration
STU02391,SCH1232,Rajasthan,Kota,Semi-Urban,Male,SC,12,8,50000,100,9.1,Yes,Lack of Transport
STU02392,SCH1103,Madhya Pradesh,Bhopal,Urban,Male,SC,17,12,150000,100,5.1,No,None
STU02393,SCH1136,Gujarat,Surat,Rural,Male,General,17,12,75000,55,1.4,Yes,Poverty
STU02394,SCH1128,Madhya Pradesh,Jabalpur,Urban,Female,General,17,12,75000,86,5.4,Yes,Migration
STU02395,SCH1167,Gujarat,Ahmedabad,Rural,Female,OBC,16,10,75000,58,2.5,Yes,Poverty
STU02396,SCH1087,Madhya Pradesh,Gwalior,Urban,Male,ST,8,3,75000,84,6.5,Yes,Family Issues
STU02397,SCH1029,Maharashtra,Pune,Semi-Urban,Female,ST,10,5,50000,89,2.2,Yes,Poor Academic Performance
STU02398,SCH1093,Madhya Pradesh,Jabalpur,Urban,Female,SC,15,9,200000,77,4.8,No,None
STU02399,SCH1009,Madhya Pradesh,Gwalior,Rural,Female,OBC,13,8,200000,76,2.1,No,None
STU02400,SCH1244,Uttar Pradesh,Aligarh,Urban,Male,OBC,6,1,150000,79,6.7,No,None
STU02401,SCH1028,Maharashtra,Pune,Urban,Male,OBC,6,1,150000,81,1.6,No,None
STU02402,SCH1099,Gujarat,Rajkot,Rural,Male,General,17,11,100000,68,2.1,No,None
STU02403,SCH1157,Uttar Pradesh,Kanpur,Rural,Female,OBC,8,3,100000,83,6.2,No,None
STU02404,SCH1088,Maharashtra,Nashik,Rural,Male,SC,18,12,100000,81,5.4,Yes,Lack of Interest
STU02405,SCH1187,Madhya Pradesh,Indore,Semi-Urban,Female,OBC,7,2,150000,100,1.1,No,None
STU02406,SCH1222,Maharashtra,Pune,Rural,Male,SC,10,4,75000,70,3.7,Yes,Poverty
STU02407,SCH1183,Maharashtra,Nashik,Rural,Female,SC,13,8,500000,100,5.7,No,None
STU02408,SCH1213,Uttar Pradesh,Agra,Rural,Female,ST,14,9,75000,48,6.5,Yes,Poor Academic Performance
STU02409,SCH1196,Maharashtra,Nagpur,Urban,Female,SC,12,7,150000,72,1.6,No,None
STU02410,SCH1002,Gujarat,Vadodara,Rural,Male,OBC,12,8,100000,63,3.3,No,None
STU02411,SCH1128,Madhya Pradesh,Bhopal,Semi-Urban,Female,SC,13,7,100000,76,0.3,No,None
STU02412,SCH1188,Uttar Pradesh,Lucknow,Rural,Male,OBC,12,7,100000,98,2.6,No,None
STU02413,SCH1230,Gujarat,Vadodara,Urban,Female,OBC,12,6,75000,86,3.0,Yes,Child Labour
STU02414,SCH1065,Madhya Pradesh,Bhopal,Rural,Male,SC,8,3,75000,57,2.8,Yes,Poverty
STU02415,SCH1005,Gujarat,Vadodara,Rural,Male,SC,12,8,150000,50,2.7,Yes,Poor Academic Performance
STU02416,SCH1023,Maharashtra,Nagpur,Urban,Male,SC,15,10,150000,88,2.6,No,None
STU02417,SCH1068,Madhya Pradesh,Indore,Urban,Male,SC,6,1,150000,55,2.8,No,None
STU02418,SCH1237,Madhya Pradesh,Jabalpur,Urban,Female,OBC,7,3,150000,70,0.2,No,None
STU02419,SCH1145,Maharashtra,Nashik,Semi-Urban,Female,OBC,13,8,100000,99,6.2,No,None
STU02420,SCH1037,Rajasthan,Kota,Rural,Female,OBC,6,1,300000,67,4.0,No,None
STU02421,SCH1179,Uttar Pradesh,Aligarh,Rural,Female,OBC,10,5,100000,58,4.1,No,None
STU02422,SCH1245,Rajasthan,Jodhpur,Urban,Male,General,10,4,200000,62,2.2,No,None
STU02423,SCH1238,Maharashtra,Nagpur,Semi-Urban,Female,OBC,11,7,75000,69,2.5,Yes,Migration
STU02424,SCH1212,Madhya Pradesh,Indore,Urban,Female,OBC,14,9,200000,88,5.2,No,None
STU02425,SCH1115,Uttar Pradesh,Aligarh,Rural,Male,SC,6,1,200000,84,0.7,No,None
STU02426,SCH1069,Madhya Pradesh,Indore,Rural,Male,OBC,18,12,150000,82,6.1,Yes,Migration
STU02427,SCH1176,Uttar Pradesh,Kanpur,Rural,Female,ST,14,9,200000,90,6.6,Yes,Poverty
STU02428,SCH1055,Madhya Pradesh,Indore,Rural,Male,OBC,7,2,300000,91,2.4,No,None
STU02429,SCH1053,Madhya Pradesh,Gwalior,Rural,Male,OBC,16,11,50000,67,2.3,Yes,Migration
STU02430,SCH1094,Rajasthan,Udaipur,Semi-Urban,Male,SC,18,12,75000,63,2.9,Yes,Lack of Transport
STU02431,SCH1029,Uttar Pradesh,Kanpur,Urban,Female,SC,9,4,500000,93,4.3,No,None
STU02432,SCH1057,Maharashtra,Aurangabad,Urban,Female,General,14,10,75000,61,5.0,Yes,Lack of Transport
STU02433,SCH1105,Madhya Pradesh,Indore,Rural,Female,ST,13,8,50000,67,3.1,Yes,Child Labour
STU02434,SCH1187,Madhya Pradesh,Jabalpur,Rural,Male,SC,6,2,150000,68,1.0,No,None
STU02435,SCH1045,Gujarat,Ahmedabad,Urban,Female,SC,8,3,300000,69,5.5,No,None
STU02436,SCH1221,Uttar Pradesh,Kanpur,Semi-Urban,Female,ST,9,5,75000,56,1.8,Yes,Migration
STU02437,SCH1046,Rajasthan,Jaipur,Rural,Female,SC,11,5,75000,79,4.7,Yes,Poverty
STU02438,SCH1044,Gujarat,Ahmedabad,Semi-Urban,Female,ST,16,11,500000,80,4.8,No,None
STU02439,SCH1195,Maharashtra,Aurangabad,Urban,Male,General,17,12,200000,76,0.2,No,None
STU02440,SCH1094,Gujarat,Rajkot,Rural,Female,SC,13,7,50000,92,1.6,Yes,Lack of Transport
STU02441,SCH1171,Madhya Pradesh,Bhopal,Rural,Female,OBC,9,4,150000,64,4.6,No,None
STU02442,SCH1173,Rajasthan,Kota,Rural,Male,General,9,5,100000,82,3.0,No,None
STU02443,SCH1154,Gujarat,Ahmedabad,Urban,Male,OBC,15,11,75000,79,7.4,Yes,Poverty
STU02444,SCH1209,Rajasthan,Jaipur,Urban,Female,OBC,7,2,200000,54,3.5,No,None
STU02445,SCH1027,Madhya Pradesh,Indore,Rural,Male,General,7,2,50000,95,1.5,No,None
STU02446,SCH1078,Uttar Pradesh,Lucknow,Rural,Male,SC,8,4,50000,97,3.6,Yes,Poverty
STU02447,SCH1011,Rajasthan,Jaipur,Rural,Female,General,14,8,75000,100,0.2,Yes,Poor Academic Performance
STU02448,SCH1031,Maharashtra,Pune,Rural,Male,OBC,9,5,75000,73,2.2,Yes,Health Issues
STU02449,SCH1111,Maharashtra,Pune,Urban,Male,General,17,12,100000,75,5.0,No,None
STU02450,SCH1160,Gujarat,Rajkot,Rural,Male,SC,17,12,100000,88,2.6,No,None
STU02451,SCH1243,Maharashtra,Nashik,Urban,Male,General,18,12,300000,51,6.0,No,None
STU02452,SCH1142,Uttar Pradesh,Lucknow,Urban,Female,OBC,14,9,75000,75,3.1,Yes,Health Issues
STU02453,SCH1014,Maharashtra,Aurangabad,Semi-Urban,Other,OBC,8,3,50000,72,0.2,Yes,Lack of Transport
STU02454,SCH1036,Madhya Pradesh,Indore,Semi-Urban,Male,OBC,16,11,150000,61,2.0,Yes,Health Issues
STU02455,SCH1084,Rajasthan,Jodhpur,Urban,Female,SC,18,12,75000,59,6.2,Yes,Lack of Interest
STU02456,SCH1048,Rajasthan,Kota,Urban,Female,SC,8,4,500000,76,3.7,No,None
STU02457,SCH1180,Madhya Pradesh,Jabalpur,Semi-Urban,Male,SC,6,1,500000,67,1.7,No,None
STU02458,SCH1009,Rajasthan,Udaipur,Urban,Male,General,10,6,150000,77,4.3,No,None
STU02459,SCH1180,Gujarat,Rajkot,Rural,Male,OBC,9,4,200000,94,4.1,No,None
STU02460,SCH1055,Uttar Pradesh,Lucknow,Rural,Female,OBC,14,8,75000,100,2.4,Yes,Lack of Transport
STU02461,SCH1161,Maharashtra,Pune,Urban,Male,General,8,3,500000,91,4.6,No,None
STU02462,SCH1022,Madhya Pradesh,Gwalior,Semi-Urban,Male,OBC,7,1,200000,73,3.1,No,None
STU02463,SCH1006,Gujarat,Ahmedabad,Semi-Urban,Female,SC,17,11,100000,83,5.8,No,None
STU02464,SCH1003,Madhya Pradesh,Indore,Rural,Male,OBC,17,12,50000,77,4.8,Yes,Lack of Transport
STU02465,SCH1099,Gujarat,Rajkot,Rural,Female,General,8,2,200000,63,4.1,No,None
STU02466,SCH1139,Gujarat,Ahmedabad,Rural,Male,General,18,12,150000,79,2.1,Yes,Family Issues
STU02467,SCH1103,Maharashtra,Nashik,Rural,Female,SC,14,8,150000,55,7.7,Yes,Lack of Transport
STU02468,SCH1212,Rajasthan,Jaipur,Semi-Urban,Male,SC,14,9,75000,86,3.4,Yes,Family Issues
STU02469,SCH1208,Gujarat,Rajkot,Rural,Male,General,18,12,150000,93,2.5,No,None
STU02470,SCH1188,Gujarat,Surat,Urban,Male,OBC,10,5,200000,57,1.8,No,None
STU02471,SCH1227,Madhya Pradesh,Indore,Urban,Male,General,8,3,150000,70,8.3,No,None
STU02472,SCH1085,Rajasthan,Udaipur,Semi-Urban,Other,ST,6,1,75000,74,2.7,Yes,Lack of Interest
STU02473,SCH1240,Maharashtra,Pune,Rural,Male,General,7,1,150000,89,4.9,No,None
STU02474,SCH1120,Rajasthan,Udaipur,Rural,Female,OBC,7,2,75000,68,7.1,Yes,Lack of Interest
STU02475,SCH1243,Gujarat,Rajkot,Urban,Male,OBC,7,2,150000,76,4.6,No,None
STU02476,SCH1097,Madhya Pradesh,Indore,Rural,Male,SC,11,6,100000,71,2.3,No,None
STU02477,SCH1040,Uttar Pradesh,Aligarh,Semi-Urban,Female,OBC,15,11,150000,78,3.2,No,None
STU02478,SCH1242,Maharashtra,Nashik,Rural,Female,OBC,9,4,100000,82,2.3,No,None
STU02479,SCH1179,Gujarat,Rajkot,Rural,Female,General,18,12,300000,78,6.1,Yes,Health Issues
STU02480,SCH1015,Maharashtra,Aurangabad,Rural,Female,ST,15,9,150000,78,8.2,Yes,Poverty
STU02481,SCH1222,Uttar Pradesh,Agra,Urban,Female,SC,14,9,75000,76,4.9,Yes,Poverty
STU02482,SCH1065,Rajasthan,Kota,Rural,Female,SC,7,3,100000,81,1.4,No,None
STU02483,SCH1043,Rajasthan,Jodhpur,Rural,Female,OBC,15,10,150000,99,2.8,No,None
STU02484,SCH1010,Uttar Pradesh,Kanpur,Urban,Male,OBC,13,7,75000,88,3.2,No,None
STU02485,SCH1081,Uttar Pradesh,Lucknow,Rural,Male,ST,7,3,150000,67,1.8,No,None
STU02486,SCH1177,Maharashtra,Nagpur,Rural,Male,OBC,11,6,150000,72,3.2,No,None
STU02487,SCH1202,Gujarat,Surat,Urban,Female,OBC,7,2,500000,60,6.2,No,None
STU02488,SCH1070,Madhya Pradesh,Indore,Urban,Male,OBC,15,9,150000,73,0.8,No,None
STU02489,SCH1039,Gujarat,Ahmedabad,Rural,Female,OBC,13,8,100000,59,1.1,Yes,Family Issues
STU02490,SCH1189,Gujarat,Vadodara,Urban,Male,General,9,5,200000,78,4.4,No,None
STU02491,SCH1153,Rajasthan,Udaipur,Urban,Female,OBC,12,7,150000,84,3.4,No,None
STU02492,SCH1136,Madhya Pradesh,Indore,Urban,Female,SC,13,8,500000,90,3.8,No,None
STU02493,SCH1064,Uttar Pradesh,Lucknow,Urban,Male,SC,9,4,500000,96,4.4,No,None
STU02494,SCH1090,Maharashtra,Nagpur,Rural,Male,General,18,12,75000,68,5.5,Yes,Poverty
STU02495,SCH1131,Gujarat,Vadodara,Rural,Female,General,18,12,150000,72,7.4,Yes,Child Labour
STU02496,SCH1030,Rajasthan,Jodhpur,Rural,Male,General,12,8,300000,72,3.3,No,None
STU02497,SCH1172,Maharashtra,Nashik,Semi-Urban,Male,General,10,5,150000,77,6.9,No,None
STU02498,SCH1003,Maharashtra,Nashik,Semi-Urban,Female,General,10,4,150000,68,8.2,No,None
STU02499,SCH1232,Uttar Pradesh,Agra,Rural,Female,General,6,1,200000,100,3.3,No,None
STU02500,SCH1005,Maharashtra,Aurangabad,Rural,Female,SC,12,7,300000,67,2.4,Yes,Poverty
STU02501,SCH1085,Uttar Pradesh,Agra,Urban,Male,General,17,12,50000,100,3.1,Yes,Health Issues
STU02502,SCH1211,Gujarat,Vadodara,Urban,Female,OBC,15,9,75000,79,2.5,No,None
STU02503,SCH1122,Uttar Pradesh,Kanpur,Urban,Male,General,6,1,50000,74,0.2,Yes,Migration
STU02504,SCH1169,Uttar Pradesh,Lucknow,Urban,Female,OBC,11,6,100000,73,2.1,No,None
STU02505,SCH1169,Uttar Pradesh,Lucknow,Rural,Male,ST,11,7,150000,85,6.8,Yes,Poor Academic Performance
STU02506,SCH1134,Uttar Pradesh,Kanpur,Rural,Female,SC,7,2,100000,92,2.3,No,None
STU02507,SCH1104,Gujarat,Rajkot,Urban,Male,SC,12,7,50000,48,0.8,Yes,Poverty
STU02508,SCH1032,Rajasthan,Udaipur,Urban,Female,OBC,8,2,50000,59,2.2,Yes,Family Issues
STU02509,SCH1003,Uttar Pradesh,Kanpur,Rural,Male,OBC,15,9,100000,68,3.1,Yes,Family Issues
STU02510,SCH1216,Rajasthan,Jaipur,Rural,Male,General,14,9,200000,77,0.2,No,None
STU02511,SCH1054,Gujarat,Vadodara,Rural,Male,General,11,6,300000,82,3.4,No,None
STU02512,SCH1073,Uttar Pradesh,Kanpur,Rural,Female,General,8,3,200000,92,5.0,No,None
STU02513,SCH1040,Uttar Pradesh,Kanpur,Urban,Female,OBC,11,6,300000,64,5.8,No,None
STU02514,SCH1219,Maharashtra,Pune,Rural,Female,OBC,16,11,300000,75,3.5,No,None
STU02515,SCH1102,Maharashtra,Pune,Semi-Urban,Male,OBC,9,3,150000,88,5.4,No,None
STU02516,SCH1245,Gujarat,Ahmedabad,Rural,Female,SC,18,12,500000,82,0.5,Yes,Migration
STU02517,SCH1180,Rajasthan,Jaipur,Urban,Male,SC,14,9,150000,70,0.3,No,None
STU02518,SCH1117,Rajasthan,Jodhpur,Urban,Male,SC,12,7,150000,89,1.0,No,None
STU02519,SCH1232,Maharashtra,Aurangabad,Urban,Female,OBC,15,9,200000,100,0.2,No,None
STU02520,SCH1022,Rajasthan,Udaipur,Semi-Urban,Female,SC,17,12,75000,73,6.3,Yes,Lack of Interest
STU02521,SCH1057,Rajasthan,Udaipur,Rural,Female,OBC,6,1,150000,88,3.4,No,None
STU02522,SCH1055,Maharashtra,Nagpur,Rural,Male,General,8,4,75000,85,0.2,Yes,Migration
STU02523,SCH1085,Maharashtra,Nashik,Rural,Male,SC,15,10,75000,78,0.2,Yes,Poverty
STU02524,SCH1230,Rajasthan,Kota,Semi-Urban,Male,SC,6,1,150000,69,3.8,No,None
STU02525,SCH1107,Rajasthan,Kota,Rural,Male,SC,14,9,150000,100,7.1,Yes,Poverty
STU02526,SCH1241,Madhya Pradesh,Jabalpur,Urban,Female,General,9,4,300000,68,0.2,No,None
STU02527,SCH1219,Uttar Pradesh,Aligarh,Rural,Male,OBC,12,7,200000,81,1.4,No,None
STU02528,SCH1119,Gujarat,Surat,Semi-Urban,Male,SC,7,1,150000,91,0.2,No,None
STU02529,SCH1048,Gujarat,Ahmedabad,Urban,Male,General,6,1,100000,79,0.2,No,None
STU02530,SCH1180,Uttar Pradesh,Kanpur,Semi-Urban,Male,SC,10,6,500000,62,0.2,No,None
STU02531,SCH1189,Maharashtra,Nagpur,Urban,Male,OBC,9,4,200000,72,3.7,No,None
STU02532,SCH1018,Uttar Pradesh,Agra,Semi-Urban,Female,SC,7,2,150000,83,0.8,No,None
STU02533,SCH1037,Uttar Pradesh,Agra,Rural,Female,General,15,11,500000,65,2.4,No,None
STU02534,SCH1059,Rajasthan,Jaipur,Semi-Urban,Male,General,7,3,150000,66,3.0,No,None
STU02535,SCH1004,Rajasthan,Jaipur,Rural,Female,OBC,10,4,50000,81,3.5,Yes,Poverty
STU02536,SCH1015,Gujarat,Surat,Rural,Female,OBC,6,2,50000,89,1.8,Yes,Poverty
STU02537,SCH1149,Uttar Pradesh,Aligarh,Urban,Male,General,6,1,100000,78,2.1,No,None
STU02538,SCH1004,Uttar Pradesh,Kanpur,Urban,Male,SC,17,11,300000,68,2.8,No,None
STU02539,SCH1214,Rajasthan,Kota,Rural,Male,General,11,6,100000,94,1.9,Yes,Family Issues
STU02540,SCH1191,Gujarat,Vadodara,Rural,Female,General,8,3,300000,65,2.3,No,None
STU02541,SCH1023,Gujarat,Vadodara,Urban,Male,General,18,12,150000,69,0.2,No,None
STU02542,SCH1165,Rajasthan,Jodhpur,Rural,Female,OBC,15,9,75000,74,5.6,Yes,Child Labour
STU02543,SCH1013,Uttar Pradesh,Kanpur,Urban,Male,OBC,15,10,150000,55,0.4,No,None
STU02544,SCH1244,Gujarat,Ahmedabad,Rural,Male,General,9,4,75000,73,3.7,Yes,Lack of Transport
STU02545,SCH1240,Gujarat,Rajkot,Urban,Male,OBC,9,4,100000,91,4.8,No,None
STU02546,SCH1061,Uttar Pradesh,Kanpur,Rural,Male,OBC,12,6,150000,69,0.9,No,None
STU02547,SCH1197,Gujarat,Surat,Rural,Male,SC,15,10,75000,100,5.2,Yes,Migration
STU02548,SCH1041,Madhya Pradesh,Gwalior,Rural,Female,SC,15,11,150000,89,0.2,Yes,Poverty
STU02549,SCH1244,Maharashtra,Nashik,Rural,Female,OBC,7,2,50000,58,8.2,Yes,Child Labour
STU02550,SCH1169,Madhya Pradesh,Indore,Urban,Female,SC,18,12,100000,72,7.0,Yes,Poverty
STU02551,SCH1134,Uttar Pradesh,Aligarh,Rural,Female,OBC,13,8,500000,81,9.8,No,None
STU02552,SCH1075,Rajasthan,Jodhpur,Semi-Urban,Male,OBC,16,10,50000,63,4.7,Yes,Poor Academic Performance
STU02553,SCH1050,Rajasthan,Kota,Semi-Urban,Male,OBC,13,8,150000,88,0.9,No,None
STU02554,SCH1205,Gujarat,Surat,Rural,Male,General,11,6,500000,67,8.2,No,None
STU02555,SCH1202,Rajasthan,Udaipur,Urban,Female,General,13,8,200000,73,0.2,No,None
STU02556,SCH1133,Gujarat,Ahmedabad,Urban,Female,OBC,9,5,200000,39,0.2,No,None
STU02557,SCH1209,Gujarat,Ahmedabad,Rural,Male,SC,12,7,75000,59,3.5,Yes,Lack of Transport
STU02558,SCH1076,Gujarat,Vadodara,Rural,Male,OBC,8,4,150000,83,7.7,Yes,Migration
STU02559,SCH1080,Rajasthan,Udaipur,Rural,Male,General,14,10,100000,51,0.2,Yes,Migration
STU02560,SCH1111,Maharashtra,Nagpur,Urban,Male,General,15,10,75000,46,4.4,Yes,Poverty
STU02561,SCH1212,Madhya Pradesh,Indore,Semi-Urban,Male,General,11,7,75000,92,1.6,No,None
STU02562,SCH1197,Uttar Pradesh,Kanpur,Rural,Female,OBC,10,4,50000,61,6.0,Yes,Poverty
STU02563,SCH1063,Rajasthan,Kota,Urban,Female,SC,10,5,50000,61,2.8,Yes,Poverty
STU02564,SCH1239,Uttar Pradesh,Lucknow,Semi-Urban,Female,SC,18,12,100000,71,2.4,No,None
STU02565,SCH1067,Uttar Pradesh,Kanpur,Urban,Female,General,13,8,150000,47,4.3,No,None
STU02566,SCH1087,Rajasthan,Jaipur,Rural,Male,General,9,4,50000,72,2.9,Yes,Poverty
STU02567,SCH1125,Rajasthan,Kota,Rural,Female,OBC,12,8,200000,81,6.7,No,None
STU02568,SCH1003,Uttar Pradesh,Kanpur,Rural,Male,OBC,10,6,100000,84,4.0,No,None
STU02569,SCH1030,Maharashtra,Nashik,Urban,Male,OBC,9,3,100000,89,7.0,No,None
STU02570,SCH1037,Uttar Pradesh,Kanpur,Rural,Female,OBC,17,12,75000,71,7.8,Yes,Migration
STU02571,SCH1121,Gujarat,Rajkot,Urban,Female,ST,11,5,150000,89,0.3,No,None
STU02572,SCH1026,Uttar Pradesh,Kanpur,Urban,Male,General,8,3,300000,84,4.6,No,None
STU02573,SCH1199,Rajasthan,Udaipur,Urban,Female,General,16,11,75000,73,6.4,Yes,Health Issues
STU02574,SCH1074,Uttar Pradesh,Kanpur,Rural,Male,ST,9,4,200000,92,3.9,Yes,Family Issues
STU02575,SCH1061,Madhya Pradesh,Indore,Rural,Female,SC,6,1,200000,81,1.7,No,None
STU02576,SCH1068,Uttar Pradesh,Lucknow,Urban,Male,OBC,13,8,100000,69,3.6,No,None
STU02577,SCH1241,Gujarat,Surat,Semi-Urban,Male,SC,11,5,150000,44,4.6,No,None
